number,family,genus,specific epithet,species,mycorrhizal type selivanov,mycorrhizal type modern,site number,intensity of mycorrhizal infection,literature data on presence-absence of mycorrhiza,mycorrhizal intensity min,mycorrhizal intensity max,taxonomy notes
6087,Brassicaceae,Sameraria,armena,Sameraria armena,no,no,62,0,,,,ok
6088,Rosaceae,Sanguisorba,officinalis,Sanguisorba officinalis,VAM,AM,3,,+,,,ok
6089,Rosaceae,Sanguisorba,officinalis,Sanguisorba officinalis,Ph.th.end.,AM,25,92,,,,ok
6090,Rosaceae,Sanguisorba,officinalis,Sanguisorba officinalis,Ph.th.end.,AM,38,62,,,,ok
6091,Rosaceae,Sanguisorba,officinalis,Sanguisorba officinalis,Ph.th.end.,AM,39,90,,,,ok
6092,Rosaceae,Sanguisorba,officinalis,Sanguisorba officinalis,Ph.th.end.,AM,40,80,,,,ok
6093,Rosaceae,Sanguisorba,officinalis,Sanguisorba officinalis,Ph.th.end.,AM,84,34,,,,ok
6094,Rosaceae,Sanguisorba,officinalis,Sanguisorba officinalis,Ph.th.end.,AM,85,70,,,,ok
6095,Rosaceae,Sanguisorba,officinalis,Sanguisorba officinalis,Ph.th.end.,AM,86,40,,,,ok
6096,Rosaceae,Sanguisorba,officinalis,Sanguisorba officinalis,Ph.th.end.,AM,87,44,,,,ok
6097,Rosaceae,Sanguisorba,officinalis,Sanguisorba officinalis,Ph.th.end.,AM,89,32,,,,ok
6098,Rosaceae,Sanguisorba,officinalis,Sanguisorba officinalis,Ph.th.end.,AM,90,60,,,,ok
6099,Rosaceae,Sanguisorba,officinalis,Sanguisorba officinalis,Ph.th.end.,AM,91,40,,,,ok
6100,Rosaceae,Sanguisorba,polygamum,Sanguisorba polygamum,Ph.th.end.,AM,95,80,,,,note that generic name may have changed
6101,Rosaceae,Sanguisorba,polygamum,Sanguisorba polygamum,Ph.th.end.,AM,141,34,,,,note that generic name may have changed
6102,Rosaceae,Sanguisorba,polygamum,Sanguisorba polygamum,no,no,83,0,,,,note that generic name may have changed
6103,Rosaceae,Sanguisorba,spinosum,Sanguisorba spinosum,VAM,AM,154,,+,,,note that generic name may have changed
6104,Ruscaceae,Sansevieria,trifasciata,Sansevieria trifasciata,Ph.th.end.,AM,154,,+,,,ok
6105,Poaceae,Sasa,albomarginata,Sasa albomarginata,Ph.th.end.,AM,153,,+,,,ok
6106,Lamiaceae,Satureja,montana,Satureja montana,Ph.th.end.,AM,102,20,,,,ok
6107,Araceae,Sauromatum,guttatum,Sauromatum guttatum,Ph.th.end.,AM,154,,+,,,ok
6108,Asteraceae,Saussurea,alpina,Saussurea alpina,Ph.th.end.,AM,3,,+,,,ok
6109,Asteraceae,Saussurea,alpina,Saussurea alpina,Ph.th.end.,AM,5,40,,,,ok
6110,Asteraceae,Saussurea,alpina,Saussurea alpina,Ph.th.end.,AM,6,40,,,,ok
6111,Asteraceae,Saussurea,alpina,Saussurea alpina,Ph.th.end.,AM,90,62,,,,ok
6112,Asteraceae,Saussurea,alpina,Saussurea alpina,Ph.th.end.,AM,92,60,,,,ok
6113,Asteraceae,Saussurea,alpina,Saussurea alpina,Ph.th.end.,AM,93,64,,,,ok
6114,Asteraceae,Saussurea,alpina,Saussurea alpina,Ph.th.end.,AM,94,52,,,,ok
6115,Asteraceae,Saussurea,amara,Saussurea amara,Ph.th.end.,AM,46,100,,,,ok
6116,Asteraceae,Saussurea,amara,Saussurea amara,Ph.th.end.,AM,47,100,,,,ok
6117,Asteraceae,Saussurea,ledebourii,Saussurea ledebourii,no,no,1,0,,,,ok
6118,Saxifragaceae,Saxifraga,bronchialis,Saxifraga bronchialis,VAM,AM,2,,+,,,ok
6119,Saxifragaceae,Saxifraga,carpathica,Saxifraga carpathica,no,no,153,,-,,,ok
6120,Saxifragaceae,Saxifraga,cartilaginea,Saxifraga cartilaginea,Ph.th.end.,AM,101,40,,,,ok
6121,Saxifragaceae,Saxifraga,cartilaginea,Saxifraga cartilaginea,no,no,130,0,,,,ok
6122,Saxifragaceae,Saxifraga,cartilaginea,Saxifraga cartilaginea,no,no,131,0,,,,ok
6123,Saxifragaceae,Saxifraga,cernua,Saxifraga cernua,no,no,1,,-,,,ok
6124,Saxifragaceae,Saxifraga,cernua,Saxifraga cernua,no,no,3,,-,,,ok
6125,Saxifragaceae,Saxifraga,cespitosa,Saxifraga cespitosa,no,no,1,,-,,,ok
6126,Saxifragaceae,Saxifraga,cespitosa,Saxifraga cespitosa,no,no,3,,-,,,ok
6127,Saxifragaceae,Saxifraga,cymbalaria,Saxifraga cymbalaria,Ph.th.end.,AM,95,60,,,,ok
6128,Saxifragaceae,Saxifraga,exarata,Saxifraga exarata,no,no,131,0,,,,ok
6129,Saxifragaceae,Saxifraga,flagellaris,Saxifraga flagellaris,no,no,131,0,,,,ok
6130,Saxifragaceae,Saxifraga,foliolosa,Saxifraga foliolosa,VAM,AM,1,,+,,,ok
6131,Saxifragaceae,Saxifraga,hieracifolia,Saxifraga hieracifolia,VAM,AM,1,,+,,,ok
6132,Saxifragaceae,Saxifraga,hieracifolia,Saxifraga hieracifolia,no,no,3,,-,,,ok
6133,Saxifragaceae,Saxifraga,hirculus,Saxifraga hirculus,no,no,1,,-,,,ok
6134,Saxifragaceae,Saxifraga,hirculus,Saxifraga hirculus,no,no,144,0,,,,ok
6135,Saxifragaceae,Saxifraga,juniperifolia,Saxifraga juniperifolia,no,no,127,0,,,,ok
6136,Saxifragaceae,Saxifraga,juniperifolia,Saxifraga juniperifolia,no,no,150,0,,,,ok
6137,Saxifragaceae,Saxifraga,kolenatiana,Saxifraga kolenatiana,no,no,127,0,,,,ok
6138,Saxifragaceae,Saxifraga,kolenatiana,Saxifraga kolenatiana,no,no,130,0,,,,ok
6139,Saxifragaceae,Saxifraga,kolenatiana,Saxifraga kolenatiana,no,no,131,0,,,,ok
6140,Saxifragaceae,Saxifraga,kusnezowiana,Saxifraga kusnezowiana,no,no,131,0,,,,ok
6141,Saxifragaceae,Saxifraga,moschata,Saxifraga moschata,no,no,131,0,,,,ok
6142,Saxifragaceae,Saxifraga,nivalis,Saxifraga nivalis,no,no,1,,-,,,ok
6143,Saxifragaceae,Saxifraga,nivalis,Saxifraga nivalis,no,no,3,,-,,,ok
6144,Saxifragaceae,Saxifraga,oppositifolia,Saxifraga oppositifolia,no,no,1,,-,,,ok
6145,Saxifragaceae,Saxifraga,paniculata,Saxifraga paniculata,no,no,153,,-,,,ok
6146,Saxifragaceae,Saxifraga,pseudolaevis,Saxifraga pseudolaevis,Ecto,Ectomycorrhiza ,96,,+,,,ok
6147,Saxifragaceae,Saxifraga,pseudolaevis,Saxifraga pseudolaevis,no,no,131,0,,,,ok
6148,Saxifragaceae,Saxifraga,punctata,Saxifraga punctata,no,no,1,,-,,,ok
6149,Saxifragaceae,Saxifraga,punctata,Saxifraga punctata,no,no,4,0,,,,ok
6150,Saxifragaceae,Saxifraga,punctata,Saxifraga punctata,no,no,27,0,,,,ok
6151,Saxifragaceae,Saxifraga,scleropoda,Saxifraga scleropoda,no,no,131,0,,,,ok
6152,Saxifragaceae,Saxifraga,serotina,Saxifraga serotina,no,no,153,,-,,,ok
6153,Saxifragaceae,Saxifraga,serpyllifolia,Saxifraga serpyllifolia,no,no,1,,-,,,ok
6154,Saxifragaceae,Saxifraga,sibirica,Saxifraga sibirica,no,no,127,0,,,,ok
6155,Saxifragaceae,Saxifraga,sibirica,Saxifraga sibirica,no,no,130,0,,,,ok
6156,Saxifragaceae,Saxifraga,sibirica,Saxifraga sibirica,no,no,131,0,,,,ok
6157,Saxifragaceae,Saxifraga,sibirica,Saxifraga sibirica,no,no,131,0,,,,ok
6158,Saxifragaceae,Saxifraga,sibirica,Saxifraga sibirica,no,no,132,0,,,,ok
6159,Saxifragaceae,Saxifraga,stellaris,Saxifraga stellaris,no,no,153,,-,,,ok
6160,Dipsacaceae,Scabiosa,caucasica,Scabiosa caucasica,Ph.th.end.,AM,112,30,,,,ok
6161,Dipsacaceae,Scabiosa,caucasica,Scabiosa caucasica,Ph.th.end.,AM,122,60,,,,ok
6162,Dipsacaceae,Scabiosa,caucasica,Scabiosa caucasica,Ph.th.end.,AM,123,45,,,,ok
6163,Dipsacaceae,Scabiosa,ochroleuca,Scabiosa ochroleuca,Ph.th.end.,AM,42,40,,,,ok
6164,Dipsacaceae,Scabiosa,ochroleuca,Scabiosa ochroleuca,Ph.th.end.,AM,43,60,,,,ok
6165,Dipsacaceae,Scabiosa,ochroleuca,Scabiosa ochroleuca,Ph.th.end.,AM,49,50,,,,ok
6166,Dipsacaceae,Scabiosa,ochroleuca,Scabiosa ochroleuca,Ph.th.end.,AM,106,25,,,,ok
6167,Dipsacaceae,Scabiosa,ochroleuca,Scabiosa ochroleuca,Ph.th.end.,AM,107,25,,,,ok
6168,Dipsacaceae,Scabiosa,ochroleuca,Scabiosa ochroleuca,Ph.th.end.,AM,112,25,,,,ok
6169,Dipsacaceae,Scabiosa,ochroleuca,Scabiosa ochroleuca,Ph.th.end.,AM,112,25,,,,ok
6170,Dipsacaceae,Scabiosa,ochroleuca,Scabiosa ochroleuca,Ph.th.end.,AM,126,25,,,,ok
6171,Dipsacaceae,Scabiosa,ochroleuca,Scabiosa ochroleuca,Ph.th.end.,AM,151,25,,,,ok
6172,Apiaceae,Scandix,stellata,Scandix stellata,no,no,83,,-,,,ok
6173,Scheuchzeriaceae,Scheuchzeria,palustris,Scheuchzeria palustris,no,no,23,0,,,,ok
6174,Scheuchzeriaceae,Scheuchzeria,palustris,Scheuchzeria palustris,no,no,24,0,,,,ok
6175,Scheuchzeriaceae,Scheuchzeria,palustris,Scheuchzeria palustris,no,no,36,,-,,,ok
6176,Scheuchzeriaceae,Scheuchzeria,palustris,Scheuchzeria palustris,no,no,153,,-,,,ok
6177,Schisandraceae,Schisandra,chinensis,Schisandra chinensis,Ph.th.end.,AM,147,,+,,,ok
6178,Schisandraceae,Schisandra,chinensis,Schisandra chinensis,no,no,28,,-,,,ok
6179,Schisandraceae,Schisandra,sphenanthera,Schisandra sphenanthera,Ph.th.end.,AM,149,90,,,,ok
6180,Poaceae,Schismus,arabicus,Schismus arabicus,Ph.th.end.,AM,54,20,,,,ok
6181,Poaceae,Schismus,arabicus,Schismus arabicus,no,no,82,0,,,,ok
6182,Poaceae,Schismus,arabicus,Schismus arabicus,no,no,148,0,,,,ok
6183,Poaceae,Schismus,barbatus,Schismus barbatus,no,no,2,,-,,,ok
6184,Poaceae,Schismus,barbatus,Schismus barbatus,no,no,72,0,,,,ok
6185,Poaceae,Schismus,barbatus,Schismus barbatus,no,no,148,0,,,,ok
6186,Brassicaceae,Schivereckia,podolica,Schivereckia podolica,no,no,39,0,,,,ok
6187,Poaceae,Schizachne,komarovii,Schizachne komarovii,Ph.th.end.,AM,87,20,,,,ok
6188,Solanaceae,Schizanthus,pinnatus,Schizanthus pinnatus,Ph.th.end.,AM,141,10,,,,ok
6189,Cactaceae,Schlumbergera,truncatus,Schlumbergera truncatus,Ph.th.end.,AM,154,,+,,,note that generic name may have changed
6190,Hyacinthaceae,Scilla,siberica,Scilla siberica,Ph.th.end.,AM,27,100,,,,ok
6191,Hyacinthaceae,Scilla,siberica,Scilla siberica,Ph.th.end.,AM,106,40,,,,ok
6192,Hyacinthaceae,Scilla,siberica,Scilla siberica,Ph.th.end.,AM,107,65,,,,ok
6193,Hyacinthaceae,Scilla,siberica,Scilla siberica,Ph.th.end.,AM,119,60,,,,ok
6194,Araceae,Scindapsus,aureus,Scindapsus aureus,Ph.th.end.,AM,154,,+,,,ok
6195,Cyperaceae,Scirpoides,vulgaris,Scirpoides vulgaris,Ps.end.,DS,95,40,,,,note that generic name may have changed
6196,Cyperaceae,Scirpoides,vulgaris,Scirpoides vulgaris,no,no,75,0,,,,note that generic name may have changed
6197,Cyperaceae,Scirpoides,vulgaris,Scirpoides vulgaris,no,no,99,0,,,,note that generic name may have changed
6198,Cyperaceae,Scirpoides,vulgaris,Scirpoides vulgaris,no,no,101,0,,,,note that generic name may have changed
6199,Cyperaceae,Scirpus,lacustris,Scirpus lacustris,no,no,36,0,,,,ok
6200,Cyperaceae,Scirpus,lacustris,Scirpus lacustris,no,no,39,0,,,,ok
6201,Cyperaceae,Scirpus,leucocephalus,Scirpus leucocephalus,no,no,3,,-,,,ok
6202,Cyperaceae,Scirpus,maritimus,Scirpus maritimus,no,no,153,,-,,,ok
6203,Cyperaceae,Scirpus,sylvaticus,Scirpus sylvaticus,no,no,34,0,,,,ok
6204,Cyperaceae,Scirpus,sylvaticus,Scirpus sylvaticus,no,no,39,0,,,,ok
6205,Cyperaceae,Scirpus,sylvaticus,Scirpus sylvaticus,no,no,133,0,,,,ok
6206,Caryophyllaceae,Scleranthus,annuus,Scleranthus annuus,no,no,153,,-,,,ok
6207,Poaceae,Scolochloa,festucacea,Scolochloa festucacea,Ph.th.end.,AM,47,40,,,,ok
6208,Poaceae,Scolochloa,festucacea,Scolochloa festucacea,no,no,48,0,,,,ok
6209,Asteraceae,Scorzonera,acanthoclada,Scorzonera acanthoclada,Ph.th.end.,AM,137,50,,,,ok
6210,Asteraceae,Scorzonera,acanthoclada,Scorzonera acanthoclada,Ph.th.end.,AM,138,76,,,,ok
6211,Asteraceae,Scorzonera,alpigena,Scorzonera alpigena,Ph.th.end.,AM,120,75,,60,90,ok
6212,Asteraceae,Scorzonera,alpigena,Scorzonera alpigena,Ph.th.end.,AM,128,75,,60,90,ok
6213,Asteraceae,Scorzonera,hemilasia,Scorzonera hemilasia,no,no,1,0,,,,ok
6214,Asteraceae,Scorzonera,ketzkhowelii,Scorzonera ketzkhowelii,Ph.th.end.,AM,150,60,,,,ok
6215,Asteraceae,Scorzonera,purpurea,Scorzonera purpurea,Ph.th.end.,AM,41,100,,,,ok
6216,Asteraceae,Scorzonera,pusilla,Scorzonera pusilla,Ph.th.end.,AM,59,20,,,,ok
6217,Asteraceae,Scorzonera,pusilla,Scorzonera pusilla,Ph.th.end.,AM,60,20,,,,ok
6218,Asteraceae,Scorzonera,pusilla,Scorzonera pusilla,Ph.th.end.,AM,61,20,,,,ok
6219,Asteraceae,Scorzonera,radiata,Scorzonera radiata,Ph.th.end.,AM,49,40,,,,ok
6220,Asteraceae,Scorzonera,sericeo-lanata,Scorzonera sericeo-lanata,Ph.th.end.,AM,53,60,,,,ok
6221,Asteraceae,Scorzonera,sericeo-lanata,Scorzonera sericeo-lanata,Ph.th.end.,AM,54,80,,,,ok
6222,Asteraceae,Scorzonera,sericeo-lanata,Scorzonera sericeo-lanata,Ph.th.end.,AM,65,40,,,,ok
6223,Asteraceae,Scorzonera,sericeo-lanata,Scorzonera sericeo-lanata,Ph.th.end.,AM,70,60,,,,ok
6224,Asteraceae,Scorzonera,tragopogonoides,Scorzonera tragopogonoides,Ph.th.end.,AM,137,78,,,,ok
6225,Asteraceae,Scorzonera,tuberosa,Scorzonera tuberosa,Ph.th.end.,AM,61,20,,,,ok
6226,Scrophulariaceae,Scrophularia,lateriflora,Scrophularia lateriflora,Ph.th.end.,AM,150,26,,,,ok
6227,Scrophulariaceae,Scrophularia,minima,Scrophularia minima,Ph.th.end.,AM,131,90,,,,ok
6228,Scrophulariaceae,Scrophularia,nodosa,Scrophularia nodosa,no,no,32,0,,,,ok
6229,Scrophulariaceae,Scrophularia,nodosa,Scrophularia nodosa,no,no,153,,-,,,ok
6230,Scrophulariaceae,Scrophularia,pamirica,Scrophularia pamirica,no,no,140,0,,,,ok
6231,Scrophulariaceae,Scrophularia,ruprechtii,Scrophularia ruprechtii,no,no,131,0,,,,ok
6232,Lamiaceae,Scutellaria,chaematochlora,Scutellaria chaematochlora,Ph.th.end.,AM,83,80,,,,ok
6233,Lamiaceae,Scutellaria,galericulata,Scutellaria galericulata,Ph.th.end.,AM,32,50,,,,ok
6234,Lamiaceae,Scutellaria,galericulata,Scutellaria galericulata,Ph.th.end.,AM,34,96,,,,ok
6235,Lamiaceae,Scutellaria,galericulata,Scutellaria galericulata,Ph.th.end.,AM,47,40,,,,ok
6236,Lamiaceae,Scutellaria,galericulata,Scutellaria galericulata,no,no,153,,-,,,ok
6237,Lamiaceae,Scutellaria,orientalis,Scutellaria orientalis,Ph.th.end.,AM,98,80,,,,ok
6238,Lamiaceae,Scutellaria,orientalis,Scutellaria orientalis,Ph.th.end.,AM,100,80,,,,ok
6239,Lamiaceae,Scutellaria,orientalis,Scutellaria orientalis,Ph.th.end.,AM,126,20,,,,ok
6240,Lamiaceae,Scutellaria,orientalis,Scutellaria orientalis,Ph.th.end.,AM,150,26,,,,ok
6241,Lamiaceae,Scutellaria,orientalis,Scutellaria orientalis,Ph.th.end.,AM,150,36,,,,ok
6242,Lamiaceae,Scutellaria,orientalis,Scutellaria orientalis,Ph.th.end.,AM,150,76,,,,ok
6243,Lamiaceae,Scutellaria,scordiifolia,Scutellaria scordiifolia,Ph.th.end.,AM,49,38,,,,ok
6244,Lamiaceae,Scutellaria,sieversii,Scutellaria sieversii,Ph.th.end.,AM,49,46,,,,ok
6245,Poaceae,Secale,cereale,Secale cereale,Ph.th.end.,AM,48,40,,,,ok
6246,Crassulaceae,Sedum,acre,Sedum acre,Ph.th.end.,AM,145,16,,,,ok
6247,Crassulaceae,Sedum,acre,Sedum acre,no,no,30,0,,,,ok
6248,Crassulaceae,Sedum,acre,Sedum acre,no,no,33,0,,,,ok
6249,Crassulaceae,Sedum,acre,Sedum acre, ,no,36,0,,,,ok
6250,Crassulaceae,Sedum,album,Sedum album,Ph.th.end.,AM,145,2,,,,ok
6251,Crassulaceae,Sedum,album,Sedum album,no,no,150,0,,,,ok
6252,Crassulaceae,Sedum,album,Sedum album,no,no,153,,-,,,ok
6253,Crassulaceae,Sedum,caespitosum,Sedum caespitosum,no,no,131,0,,,,ok
6254,Crassulaceae,Sedum,dasyphyllum,Sedum dasyphyllum,no,no,153,,-,,,ok
6255,Crassulaceae,Sedum,gracile,Sedum gracile,no,no,131,0,,,,ok
6256,Crassulaceae,Sedum,hispidum,Sedum hispidum,Ps.end.,DS,98,20,,,,ok
6257,Crassulaceae,Sedum,hybridum,Sedum hybridum,Ph.th.end.,AM,145,4,,,,ok
6258,Crassulaceae,Sedum,involucratum,Sedum involucratum,no,no,127,0,,,,ok
6259,Crassulaceae,Sedum,involucratum,Sedum involucratum,no,no,150,0,,,,ok
6260,Crassulaceae,Sedum,maximowiczii,Sedum maximowiczii,no,no,126,0,,,,ok
6261,Crassulaceae,Sedum,pseudohybridum,Sedum pseudohybridum,Ph.th.end.,AM,145,6,,,,ok
6262,Crassulaceae,Sedum,pseudohybridum,Sedum pseudohybridum,no,no,39,0,,,,ok
6263,Crassulaceae,Sedum,pseudohybridum,Sedum pseudohybridum,no,no,85,0,,,,ok
6264,Crassulaceae,Sedum,pseudohybridum,Sedum pseudohybridum,no,no,89,0,,,,ok
6265,Crassulaceae,Sedum,pseudohybridum,Sedum pseudohybridum,no,no,91,0,,,,ok
6266,Crassulaceae,Sedum,reflexum,Sedum reflexum,no,no,153,,-,,,ok
6267,Crassulaceae,Sedum,rubens,Sedum rubens,no,no,153,,-,,,ok
6268,Crassulaceae,Sedum,spurium,Sedum spurium,Ps.end.,DS,98,20,,,,ok
6269,Crassulaceae,Sedum,stahlii,Sedum stahlii,no,no,154,0,,,,ok
6270,Crassulaceae,Sedum,stoloniferum,Sedum stoloniferum,Ps.end.,DS,95,40,,,,ok
6271,Crassulaceae,Sedum,sukaczevii,Sedum sukaczevii,Ph.th.end.,AM,25,76,,,,ok
6272,Crassulaceae,Sedum,sukaczevii,Sedum sukaczevii,Ph.th.end.,AM,145,4,,,,ok
6273,Crassulaceae,Sedum,sukaczevii,Sedum sukaczevii,no,no,41,0,,,,ok
6274,Crassulaceae,Sedum,sukaczevii,Sedum sukaczevii,no,no,131,0,,,,ok
6275,Selaginellaceae,Selaginella,selaginoides,Selaginella selaginoides,VAM,AM,3,,+,,,ok
6276,Crassulaceae,Sempervivum,caucasicum,Sempervivum caucasicum,no,no,131,0,,,,ok
6277,Crassulaceae,Sempervivum,caucasicum,Sempervivum caucasicum,no,no,150,0,,,,ok
6278,Crassulaceae,Sempervivum,pumilum,Sempervivum pumilum,no,no,127,0,,,,ok
6279,Crassulaceae,Sempervivum,pumilum,Sempervivum pumilum,no,no,153,0,,,,ok
6280,Crassulaceae,Sempervivum,ruthenicum,Sempervivum ruthenicum,no,no,145,0,,,,ok
6281,Crassulaceae,Sempervivum,tectorum,Sempervivum tectorum,no,no,153,,-,,,ok
6282,Asteraceae,Senecio,atropurpureus,Senecio atropurpureus,VAM,AM,3,,+,,,ok
6283,Asteraceae,Senecio,candolleanus,Senecio candolleanus,Ph.th.end.,AM,101,20,,,,ok
6284,Asteraceae,Senecio,congestus,Senecio congestus,no,no,3,,-,,,ok
6285,Asteraceae,Senecio,integrifolius,Senecio integrifolius,Ph.th.end.,AM,3,,+,,,ok
6286,Asteraceae,Senecio,integrifolius,Senecio integrifolius,Ph.th.end.,AM,25,86,,,,ok
6287,Asteraceae,Senecio,integrifolius,Senecio integrifolius,Ph.th.end.,AM,49,100,,,,ok
6288,Asteraceae,Senecio,integrifolius,Senecio integrifolius,Ph.th.end.,AM,86,34,,,,ok
6289,Asteraceae,Senecio,integrifolius,Senecio integrifolius,Ph.th.end.,AM,90,76,,,,ok
6290,Asteraceae,Senecio,integrifolius,Senecio integrifolius,Ph.th.end.,AM,111,48,,,,ok
6291,Asteraceae,Senecio,jacobaea,Senecio jacobaea,Ph.th.end.,AM,33,33,,,,ok
6292,Asteraceae,Senecio,jacobaea,Senecio jacobaea,Ph.th.end.,AM,41,60,,,,ok
6293,Asteraceae,Senecio,jacobaea,Senecio jacobaea,Ph.th.end.,AM,42,80,,,,ok
6294,Asteraceae,Senecio,jacquinianus,Senecio jacquinianus,Ph.th.end.,AM,97,40,,,,ok
6295,Asteraceae,Senecio,karjaginii,Senecio karjaginii,no,no,131,0,,,,ok
6296,Asteraceae,Senecio,nemorensis,Senecio nemorensis,Ph.th.end.,AM,84,80,,,,ok
6297,Asteraceae,Senecio,nemorensis,Senecio nemorensis,Ph.th.end.,AM,88,30,,,,ok
6298,Asteraceae,Senecio,nemorensis,Senecio nemorensis,Ph.th.end.,AM,89,70,,,,ok
6299,Asteraceae,Senecio,nemorensis,Senecio nemorensis,Ph.th.end.,AM,90,24,,,,ok
6300,Asteraceae,Senecio,nemorensis,Senecio nemorensis,Ph.th.end.,AM,91,60,,,,ok
6301,Asteraceae,Senecio,primulifolius,Senecio primulifolius,Ph.th.end.,AM,101,80,,,,ok
6302,Asteraceae,Senecio,pyroglossus,Senecio pyroglossus,Ph.th.end.,AM,96,70,,60,80,ok
6303,Asteraceae,Senecio,pyroglossus,Senecio pyroglossus,Ph.th.end.,AM,101,60,,,,ok
6304,Asteraceae,Senecio,renifolius,Senecio renifolius,Ph.th.end.,AM,108,30,,,,ok
6305,Asteraceae,Senecio,renifolius,Senecio renifolius,Ph.th.end.,AM,127,35,,10,60,ok
6306,Asteraceae,Senecio,renifolius,Senecio renifolius,no,no,130,0,,,,ok
6307,Asteraceae,Senecio,resedifolius,Senecio resedifolius,no,no,1,,-,,,ok
6308,Asteraceae,Senecio,sosnowskyi,Senecio sosnowskyi,Ph.th.end.,AM,127,10,,,,ok
6309,Asteraceae,Senecio,sosnowskyi,Senecio sosnowskyi,no,no,130,0,,,,ok
6310,Asteraceae,Senecio,sosnowskyi,Senecio sosnowskyi,no,no,131,0,,,,ok
6311,Asteraceae,Senecio,squalidus,Senecio squalidus,VAM,AM,153,,+,,,ok
6312,Asteraceae,Senecio,subdentatus,Senecio subdentatus,Ph.th.end.,AM,52,20,,,,ok
6313,Asteraceae,Senecio,subdentatus,Senecio subdentatus,no,no,71,0,,,,ok
6314,Asteraceae,Senecio,subdentatus,Senecio subdentatus,no,no,73,0,,,,ok
6315,Asteraceae,Senecio,taraxacifolius,Senecio taraxacifolius,Ph.th.end.,AM,130,75,,60,90,ok
6316,Asteraceae,Senecio,taraxacifolius,Senecio taraxacifolius,Ph.th.end.,AM,131,55,,50,60,ok
6317,Asteraceae,Senecio,vernalis,Senecio vernalis,Ph.th.end.,AM,100,40,,,,ok
6318,Asteraceae,Senecio,vulgaris,Senecio vulgaris,VAM,AM,153,,+,,,ok
6319,Asteraceae,Serratula,algida,Serratula algida,Ph.th.end.,AM,62,40,,,,ok
6320,Asteraceae,Serratula,coronata,Serratula coronata,Ph.th.end.,AM,25,92,,,,ok
6321,Asteraceae,Serratula,coronata,Serratula coronata,Ph.th.end.,AM,40,80,,,,ok
6322,Pedaliaceae,Sesamum,indicum,Sesamum indicum,Ph.th.end.,AM,81,60,,,,ok
6323,Apiaceae,Seseli,ledebourii,Seseli ledebourii,Ph.th.end.,AM,47,100,,,,ok
6324,Apiaceae,Seseli,libanotis,Seseli libanotis,Ph.th.end.,AM,25,86,,,,ok
6325,Apiaceae,Seseli,libanotis,Seseli libanotis,Ph.th.end.,AM,38,10,,,,ok
6326,Apiaceae,Seseli,libanotis,Seseli libanotis,Ph.th.end.,AM,40,100,,,,ok
6327,Apiaceae,Seseli,libanotis,Seseli libanotis,Ph.th.end.,AM,44,100,,,,ok
6328,Poaceae,Sesleria,caerulea,Sesleria caerulea,Ph.th.end.,AM,153,,+,,,ok
6329,Poaceae,Sesleria,coerulans,Sesleria coerulans,Ph.th.end.,AM,153,,+,,,ok
6330,Poaceae,Sesleria,phleoides,Sesleria phleoides,Ph.th.end.,AM,150,52,,,,ok
6331,Poaceae,Sesleria,varia,Sesleria varia,Ph.th.end.,AM,153,,+,,,ok
6332,Poaceae,Setaria,italica,Setaria italica,Ph.th.end.,AM,135,70,,,,ok
6333,Poaceae,Setaria,italica,Setaria italica,Ph.th.end.,AM,145,70,,,,ok
6334,Poaceae,Setaria,pumila,Setaria pumila,Ph.th.end.,AM,135,60,,,,ok
6335,Poaceae,Setaria,verticillata,Setaria verticillata,Ph.th.end.,AM,153,,+,,,ok
6336,Poaceae,Setaria,viridis,Setaria viridis,Ph.th.end.,AM,145,60,,,,ok
6337,Poaceae,Shibataea,kumasasa,Shibataea kumasasa,Ph.th.end.,AM,153,,+,,,ok
6338,Dipterocarpaceae,Shorea,robusta,Shorea robusta,Ecto,Ectomycorrhiza ,153,,+,,,ok
6339,Rosaceae,Sibbaldia,procumbens,Sibbaldia procumbens,VAM,AM,3,,+,,,ok
6340,Rosaceae,Sibbaldia,procumbens,Sibbaldia procumbens,VAM,AM,96,,+,,,ok
6341,Rosaceae,Sibbaldia,procumbens,Sibbaldia procumbens,VAM,AM,96,,+,,,ok
6342,Rosaceae,Sibbaldia,procumbens,Sibbaldia procumbens,Ph.th.end.,AM,101,60,,,,ok
6343,Rosaceae,Sibbaldia,procumbens,Sibbaldia procumbens,Ph.th.end.,AM,108,75,,,,ok
6344,Rosaceae,Sibbaldia,procumbens,Sibbaldia procumbens,Ph.th.end.,AM,122,45,,,,ok
6345,Rosaceae,Sibbaldia,procumbens,Sibbaldia procumbens,Ph.th.end.,AM,128,45,,,,ok
6346,Rosaceae,Sibbaldia,procumbens,Sibbaldia procumbens,Ph.th.end.,AM,129,65,,,,ok
6347,Rosaceae,Sibbaldia,procumbens,Sibbaldia procumbens,Ph.th.end.,AM,131,60,,,,ok
6348,Rosaceae,Sibbaldia,procumbens,Sibbaldia procumbens,Ph.th.end.,AM,131,90,,,,ok
6349,Rosaceae,Sibiraea,laevigata,Sibiraea laevigata,Ph.th.end.,AM,146,40,,,,ok
6350,Rosaceae,Sibiraea,laevigata,Sibiraea laevigata,VAM,AM,147,,+,,,ok
6351,Lamiaceae,Sideritis,montana,Sideritis montana,Ph.th.end.,AM,102,50,,,,ok
6352,Rosaceae,Sieversia,glacialis,Sieversia glacialis,no,no,1,,-,,,ok
